store_id,store_name,region,sku,upc,department,subcategory,cost,retail,on_hand_start,received_units,sold_units,adjustments,on_hand_end,shrink_units,shrink_cost,shrink_type,shrink_reason_detail,date,week_number,shrink_rate,zero_sale_shrink,shrink_greater_than_sales,negative_sales_or_shrink
S003,Real Canadian - North,Ontario,SKU0234,413899668869,Grocery,Snacks,7.75,11.29,40.00,25.00,15.00,0.00,49.00,1.00,7.75,None,None,11/3/2025,10,6.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0013,445890068783,General Merchandise,Batteries,42.22,93.26,76.00,24.00,53.00,0.00,47.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0190,405496442074,Health & Beauty,Razors,34.67,51.4,26.00,21.00,17.00,0.00,30.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0193,428616373834,Health & Beauty,Toiletries,32.26,63.76,48.00,21.00,13.00,0.00,56.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0380,493670995528,Meat,Beef,21.25,46.66,12.00,16.00,4.00,0.00,23.00,1.00,21.25,Spoilage,Expired,10/6/2025,6,25.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0290,409132088418,Health & Beauty,Toiletries,12.18,24.83,23.00,29.00,10.00,0.00,42.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0111,457831192507,Dairy,Butter,41.37,81.51,40.00,15.00,33.00,0.00,21.00,1.00,41.37,Spoilage,Temperature breach,10/13/2025,7,3.03%,0,0,0
S003,Real Canadian - North,Ontario,SKU0062,491096585068,Produce,Leafy Greens,12.85,17.14,46.00,16.00,22.00,0.00,35.00,5.00,64.25,Theft,Employee theft,9/29/2025,5,22.73%,0,0,0
S003,Real Canadian - North,Ontario,SKU0025,465816749115,Produce,Citrus,1.46,3.52,120.00,25.00,38.00,0.00,94.00,13.00,18.98,Spoilage,Damaged,9/1/2025,1,34.21%,0,0,0
S002,Fortinos - West,Ontario,SKU0275,447534806343,Dairy,Milk,12.44,25.55,96.00,13.00,32.00,-1.00,75.00,1.00,12.44,Spoilage,Temperature breach,10/6/2025,6,3.13%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0377,499331199360,Frozen,Frozen Vegetables,48.95,111.86,5.00,24.00,1.00,0.00,28.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0158,408438856718,Seafood,Shellfish,6.75,16.57,23.00,16.00,13.00,1.00,25.00,2.00,13.5,Vendor Shortage,Invoice mismatch,11/3/2025,10,15.38%,0,0,0
S003,Real Canadian - North,Ontario,SKU0207,489562062829,Meat,Beef,32.72,71.97,67.00,22.00,12.00,0.00,74.00,3.00,98.16,Spoilage,Damaged,10/13/2025,7,25.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0054,441036704342,Dairy,Milk,46.62,62.22,27.00,22.00,4.00,0.00,44.00,1.00,46.62,Spoilage,Damaged,11/10/2025,11,25.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0159,414776002664,Grocery,Canned,26.53,47.59,70.00,21.00,28.00,0.00,63.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0236,481097779327,Health & Beauty,Razors,32.33,80.26,42.00,20.00,24.00,1.00,39.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0336,460210877534,Meat,Pork,16.03,22.39,59.00,19.00,23.00,0.00,53.00,2.00,32.06,Process Error,Scan error,9/8/2025,2,8.70%,0,0,0
S002,Fortinos - West,Ontario,SKU0344,464098133303,Meat,Chicken,32.97,71.6,56.00,18.00,14.00,-1.00,57.00,2.00,65.94,Spoilage,Past sell-by,11/3/2025,10,14.29%,0,0,0
S002,Fortinos - West,Ontario,SKU0052,436532496588,Meat,Pork,7.06,11.68,7.00,21.00,5.00,0.00,22.00,1.00,7.06,Vendor Shortage,Vendor mis-ship,11/3/2025,10,20.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0135,433017066829,Health & Beauty,Toiletries,46.23,102.82,5.00,21.00,1.00,0.00,25.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0156,433060504030,Grocery,Beverages,28.8,43.3,18.00,33.00,4.00,0.00,47.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0188,449193025350,Seafood,Shellfish,33.69,72.98,65.00,16.00,19.00,-2.00,55.00,5.00,168.45,Vendor Shortage,Invoice mismatch,11/10/2025,11,26.32%,0,0,0
S003,Real Canadian - North,Ontario,SKU0170,442525370668,Produce,Tomatoes,34.04,47.84,35.00,19.00,20.00,0.00,30.00,4.00,136.16,Process Error,Counting error,11/3/2025,10,20.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0074,457398894166,General Merchandise,Batteries,3.96,8.17,37.00,22.00,23.00,0.00,36.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0398,414886374138,General Merchandise,Cleaning,40.24,86.08,88.00,27.00,48.00,0.00,67.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0084,418227774388,Health & Beauty,Razors,32.97,39.8,5.00,15.00,0.00,0.00,20.00,0.00,0,None,None,10/6/2025,6,Zero Sales,0,0,0
S003,Real Canadian - North,Ontario,SKU0152,432092939595,Dairy,Yogurt,23.11,32.08,90.00,15.00,49.00,0.00,55.00,1.00,23.11,Spoilage,Damaged,10/6/2025,6,2.04%,0,0,0
S003,Real Canadian - North,Ontario,SKU0257,441277193030,Bakery,Deli Bread,37.74,83.74,45.00,17.00,9.00,0.00,47.00,6.00,226.44,Theft,Organized retail crime,9/15/2025,3,66.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0021,489200452323,Meat,Chicken,17.34,27.42,56.00,21.00,14.00,0.00,60.00,3.00,52.02,Vendor Shortage,Invoice mismatch,11/17/2025,12,21.43%,0,0,0
S003,Real Canadian - North,Ontario,SKU0206,440933429926,Frozen,Frozen Vegetables,22.96,45.62,68.00,23.00,28.00,0.00,62.00,1.00,22.96,Process Error,Counting error,9/15/2025,3,3.57%,0,0,0
S003,Real Canadian - North,Ontario,SKU0284,412030839426,General Merchandise,Seasonal,36.49,47.53,77.00,27.00,14.00,-1.00,89.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0182,476470121639,Bakery,Deli Bread,18.61,41.46,9.00,16.00,4.00,0.00,19.00,2.00,37.22,Theft,Shoplifting,9/29/2025,5,50.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0224,430259837160,Health & Beauty,Baby Formula,20.07,39.72,34.00,22.00,15.00,0.00,41.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0130,440556177902,General Merchandise,Cleaning,43.08,107.14,11.00,21.00,4.00,0.00,28.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0141,406769929259,Produce,Leafy Greens,38.27,54.64,49.00,28.00,4.00,0.00,70.00,3.00,114.81,Process Error,Counting error,11/3/2025,10,75.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0312,465721993789,Health & Beauty,Baby Formula,12.62,28.39,75.00,17.00,35.00,0.00,57.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0201,470660825243,General Merchandise,Kitchenware,11.47,22.94,54.00,35.00,22.00,0.00,67.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0400,434429402313,Bakery,Pastries,27.89,54.64,49.00,19.00,27.00,0.00,34.00,7.00,195.23,Spoilage,Temperature breach,10/20/2025,8,25.93%,0,0,0
S002,Fortinos - West,Ontario,SKU0164,411797271712,Dairy,Cheese,21.98,29.19,42.00,15.00,17.00,0.00,39.00,1.00,21.98,Process Error,Receiving error,9/22/2025,4,5.88%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0018,410709568991,Seafood,Smoked Seafood,37.91,87.93,46.00,23.00,11.00,0.00,54.00,4.00,151.64,Theft,Employee theft,11/17/2025,12,36.36%,0,0,0
S002,Fortinos - West,Ontario,SKU0358,445162786548,Frozen,Ice Cream,4.79,9.92,24.00,19.00,2.00,0.00,41.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0076,496217577014,Frozen,Ice Cream,15.13,20.66,88.00,26.00,20.00,0.00,94.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0275,447534806343,Dairy,Milk,12.44,25.55,23.00,22.00,4.00,1.00,41.00,1.00,12.44,Spoilage,Expired,9/15/2025,3,25.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0112,434731952676,Grocery,Snacks,44.14,66.96,33.00,12.00,17.00,0.00,28.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0348,490626150291,Grocery,Beverages,38.65,46.64,53.00,25.00,21.00,0.00,56.00,1.00,38.65,Theft,Employee theft,10/6/2025,6,4.76%,0,0,0
S002,Fortinos - West,Ontario,SKU0129,483391832431,Bakery,Bread,30.01,60.14,44.00,15.00,18.00,0.00,35.00,6.00,180.06,Spoilage,Expired,11/3/2025,10,33.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0154,436540455091,Frozen,Ice Cream,41.12,64.46,62.00,15.00,25.00,0.00,52.00,0.00,0,Process Error,Receiving error,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0394,440084776485,Health & Beauty,Cosmetics,47.87,58.4,15.00,22.00,14.00,0.00,23.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0096,457006823094,Health & Beauty,Cosmetics,24.54,41.85,52.00,24.00,15.00,1.00,62.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0121,499713612762,Seafood,Fresh Fish,24.47,52.41,50.00,25.00,13.00,-2.00,57.00,3.00,73.41,Process Error,Mislabeling,11/3/2025,10,23.08%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0249,453940159561,Meat,Chicken,32.35,52.63,27.00,17.00,8.00,0.00,35.00,1.00,32.35,Spoilage,Damaged,9/1/2025,1,12.50%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0183,415189462425,Produce,Leafy Greens,23.01,47.74,29.00,18.00,16.00,0.00,27.00,4.00,92.04,Spoilage,Damaged,9/29/2025,5,25.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0400,434429402313,Bakery,Pastries,27.89,54.64,16.00,18.00,5.00,0.00,25.00,4.00,111.56,Theft,Employee theft,10/13/2025,7,80.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0245,491647589043,Dairy,Butter,30.1,67,59.00,28.00,23.00,0.00,64.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0104,437363917552,Bakery,Deli Bread,38.46,54.54,41.00,22.00,8.00,0.00,47.00,8.00,307.68,Process Error,Receiving error,9/22/2025,4,100.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0312,465721993789,Health & Beauty,Baby Formula,12.62,28.39,17.00,22.00,9.00,0.00,30.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0140,408701023473,Grocery,Cereal,11.83,24.57,34.00,16.00,13.00,0.00,37.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0295,495607216550,General Merchandise,Kitchenware,22.59,56.37,77.00,21.00,16.00,0.00,82.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0154,436540455091,Frozen,Ice Cream,41.12,64.46,40.00,21.00,20.00,0.00,41.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0243,488066367387,Grocery,Canned,9.04,13.76,61.00,20.00,27.00,0.00,53.00,1.00,9.04,Theft,Customer theft,9/1/2025,1,3.70%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0101,451333104219,Produce,Citrus,11.6,14.95,53.00,17.00,37.00,0.00,28.00,5.00,58,Theft,Employee theft,9/1/2025,1,13.51%,0,0,0
S003,Real Canadian - North,Ontario,SKU0350,444183381016,Health & Beauty,Cosmetics,14.63,18.68,37.00,16.00,7.00,0.00,46.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0276,404867957151,Meat,Chicken,17.94,29.42,75.00,14.00,28.00,0.00,58.00,3.00,53.82,Process Error,Counting error,9/22/2025,4,10.71%,0,0,0
S002,Fortinos - West,Ontario,SKU0096,457006823094,Health & Beauty,Cosmetics,24.54,41.85,73.00,21.00,49.00,0.00,45.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0217,401507634128,Dairy,Yogurt,9.48,13.14,84.00,18.00,44.00,0.00,57.00,1.00,9.48,Spoilage,Past sell-by,9/15/2025,3,2.27%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0306,422781041462,Meat,Pork,8.52,20.58,60.00,17.00,23.00,0.00,52.00,2.00,17.04,Spoilage,Damaged,9/29/2025,5,8.70%,0,0,0
S003,Real Canadian - North,Ontario,SKU0168,492855948970,Meat,Prepared Meat,12.42,29.64,18.00,16.00,1.00,0.00,32.00,1.00,12.42,Spoilage,Past sell-by,9/15/2025,3,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0234,413899668869,Grocery,Snacks,7.75,11.29,82.00,17.00,13.00,1.00,87.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0047,414619104687,Meat,Pork,47.11,91.42,67.00,20.00,23.00,0.00,62.00,2.00,94.22,Process Error,Mislabeling,9/8/2025,2,8.70%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0152,432092939595,Dairy,Yogurt,23.11,32.08,73.00,28.00,19.00,0.00,81.00,1.00,23.11,Spoilage,Damaged,11/3/2025,10,5.26%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0035,467794424223,Health & Beauty,Cosmetics,40.47,58.58,83.00,13.00,32.00,0.00,64.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0338,494481218287,General Merchandise,Seasonal,24.18,40.86,66.00,20.00,26.00,-2.00,58.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0366,496757766788,Meat,Prepared Meat,18.41,44.04,45.00,17.00,5.00,0.00,55.00,2.00,36.82,Spoilage,Expired,9/1/2025,1,40.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0391,487317814660,Dairy,Cheese,4.41,7.87,70.00,20.00,32.00,0.00,57.00,1.00,4.41,Spoilage,Damaged,9/1/2025,1,3.13%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0104,437363917552,Bakery,Deli Bread,38.46,54.54,32.00,25.00,13.00,1.00,41.00,4.00,153.84,Process Error,Receiving error,10/27/2025,9,30.77%,0,0,0
S003,Real Canadian - North,Ontario,SKU0170,442525370668,Produce,Tomatoes,34.04,47.84,90.00,18.00,47.00,0.00,54.00,7.00,238.28,Process Error,Receiving error,10/6/2025,6,14.89%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0343,439283815829,General Merchandise,Cleaning,2.58,6.3,35.00,20.00,3.00,-2.00,50.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0169,487879969723,Seafood,Fresh Fish,13.07,20.02,36.00,15.00,15.00,0.00,35.00,1.00,13.07,Spoilage,Expired,10/13/2025,7,6.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0172,442285258394,Dairy,Butter,10.36,17.61,62.00,14.00,18.00,1.00,58.00,1.00,10.36,Vendor Shortage,Invoice mismatch,9/1/2025,1,5.56%,0,0,0
S002,Fortinos - West,Ontario,SKU0120,428867696415,Bakery,Bread,16.12,34.91,53.00,23.00,13.00,0.00,53.00,10.00,161.2,Spoilage,Damaged,11/10/2025,11,76.92%,0,0,0
S002,Fortinos - West,Ontario,SKU0388,423091720683,Seafood,Shellfish,37.84,68.7,48.00,16.00,14.00,0.00,48.00,2.00,75.68,Theft,Customer theft,10/20/2025,8,14.29%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0089,437098473391,Health & Beauty,Razors,38.41,72.12,73.00,33.00,29.00,0.00,77.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0239,404456489206,Health & Beauty,Razors,18.75,29.5,82.00,21.00,29.00,0.00,74.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0232,431522969523,General Merchandise,Kitchenware,16.99,24.1,54.00,18.00,5.00,-1.00,66.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0078,438656449163,Dairy,Butter,14.7,25.86,27.00,20.00,5.00,1.00,42.00,1.00,14.7,Spoilage,Past sell-by,10/6/2025,6,20.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0073,458878784464,Dairy,Milk,0.58,1.39,41.00,24.00,14.00,0.00,50.00,1.00,0.58,Spoilage,Damaged,9/1/2025,1,7.14%,0,0,0
S002,Fortinos - West,Ontario,SKU0315,455728807534,Grocery,Cereal,6.97,11.72,6.00,23.00,1.00,0.00,28.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0213,482839737518,Frozen,Frozen Vegetables,15.97,21.31,5.00,18.00,0.00,0.00,23.00,0.00,0,None,None,9/8/2025,2,Zero Sales,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0124,441031364324,Produce,Bananas,35.02,47.77,9.00,20.00,3.00,0.00,24.00,2.00,70.04,Spoilage,Expired,9/22/2025,4,66.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0191,450918770857,Health & Beauty,Cosmetics,5.42,11.34,65.00,27.00,33.00,0.00,59.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0268,426868988675,Meat,Beef,41.83,80.04,24.00,21.00,8.00,-1.00,35.00,1.00,41.83,Spoilage,Damaged,9/22/2025,4,12.50%,0,0,0
S002,Fortinos - West,Ontario,SKU0308,441339156256,Dairy,Cheese,30.91,40.85,57.00,21.00,12.00,0.00,65.00,1.00,30.91,Process Error,Receiving error,9/29/2025,5,8.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0322,474241723999,Health & Beauty,Razors,0.9,1.21,115.00,30.00,73.00,0.00,71.00,1.00,0.9,Theft,Customer theft,9/8/2025,2,1.37%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0081,433290884804,Grocery,Canned,33.8,50.43,55.00,21.00,31.00,0.00,45.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0137,404601670222,Dairy,Cheese,8.71,13.94,96.00,16.00,28.00,1.00,84.00,1.00,8.71,Process Error,Receiving error,11/3/2025,10,3.57%,0,0,0
S002,Fortinos - West,Ontario,SKU0126,434580399705,Health & Beauty,Baby Formula,47.08,85.73,45.00,21.00,11.00,2.00,57.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0359,445000322710,Seafood,Fresh Fish,46.82,56.6,9.00,17.00,1.00,0.00,24.00,1.00,46.82,Theft,Organized retail crime,9/29/2025,5,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0059,463313104671,Dairy,Cheese,27.81,48.83,46.00,18.00,27.00,0.00,36.00,1.00,27.81,Process Error,Scan error,9/22/2025,4,3.70%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0267,497748478439,Health & Beauty,Cosmetics,23.72,47.44,41.00,18.00,15.00,0.00,44.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0094,466058233524,Produce,Citrus,0.79,1.31,96.00,22.00,48.00,1.00,60.00,11.00,8.69,Vendor Shortage,Vendor mis-ship,9/22/2025,4,22.92%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0247,410021713656,Dairy,Cheese,29.35,40.62,46.00,21.00,25.00,-1.00,40.00,1.00,29.35,Spoilage,Past sell-by,10/27/2025,9,4.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0173,452558398288,Health & Beauty,Toiletries,28.81,56.1,34.00,16.00,10.00,0.00,40.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0090,410479173015,Bakery,Cakes,35.82,53.9,107.00,26.00,47.00,-2.00,74.00,10.00,358.2,Spoilage,Damaged,10/6/2025,6,21.28%,0,0,0
S002,Fortinos - West,Ontario,SKU0291,481387341532,Grocery,Beverages,2.1,2.94,73.00,15.00,10.00,0.00,77.00,1.00,2.1,Theft,Employee theft,9/22/2025,4,10.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0369,462321587590,Bakery,Deli Bread,40.53,72.53,45.00,22.00,15.00,0.00,47.00,5.00,202.65,Spoilage,Expired,10/6/2025,6,33.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0072,415081447213,Grocery,Beverages,19.57,38.15,80.00,21.00,21.00,0.00,80.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0273,411459895758,Seafood,Smoked Seafood,26.41,44.07,69.00,22.00,35.00,0.00,52.00,4.00,105.64,Process Error,Receiving error,10/20/2025,8,11.43%,0,0,0
S002,Fortinos - West,Ontario,SKU0094,466058233524,Produce,Citrus,0.79,1.31,54.00,19.00,31.00,0.00,38.00,4.00,3.16,Process Error,Receiving error,9/29/2025,5,12.90%,0,0,0
S002,Fortinos - West,Ontario,SKU0084,418227774388,Health & Beauty,Razors,32.97,39.8,64.00,16.00,12.00,0.00,68.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0330,442273653396,Grocery,Snacks,29.89,55.58,38.00,17.00,8.00,0.00,46.00,1.00,29.89,Vendor Shortage,Vendor mis-ship,9/8/2025,2,12.50%,0,0,0
S002,Fortinos - West,Ontario,SKU0046,410771041378,General Merchandise,Batteries,42.64,54.97,7.00,29.00,3.00,0.00,33.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0313,410537891829,Frozen,Ice Cream,34.59,48.62,65.00,14.00,12.00,0.00,67.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0008,441025702129,Frozen,Frozen Meals,41.56,83.29,48.00,15.00,9.00,0.00,54.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0296,413744661316,Dairy,Butter,7.22,9.36,31.00,18.00,7.00,0.00,41.00,1.00,7.22,Spoilage,Temperature breach,10/13/2025,7,14.29%,0,0,0
S002,Fortinos - West,Ontario,SKU0235,421798476335,Seafood,Smoked Seafood,47.59,95.96,89.00,21.00,32.00,0.00,73.00,5.00,237.95,Process Error,Mislabeling,9/29/2025,5,15.63%,0,0,0
S002,Fortinos - West,Ontario,SKU0053,440241812434,Meat,Pork,8.31,18.98,43.00,27.00,12.00,0.00,56.00,2.00,16.62,Spoilage,Expired,11/10/2025,11,16.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0055,499243963817,Seafood,Shellfish,27.88,43.33,19.00,29.00,5.00,0.00,42.00,1.00,27.88,Spoilage,Expired,11/17/2025,12,20.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0166,448504645275,Grocery,Canned,19.05,26.47,56.00,18.00,20.00,0.00,54.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0005,444764787985,Seafood,Smoked Seafood,14.25,21.09,39.00,18.00,21.00,0.00,34.00,2.00,28.5,Spoilage,Expired,10/13/2025,7,9.52%,0,0,0
S003,Real Canadian - North,Ontario,SKU0229,458583962377,Frozen,Frozen Vegetables,14.83,25.6,16.00,26.00,4.00,0.00,38.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0266,420578823157,Meat,Chicken,7.31,11.5,116.00,21.00,18.00,0.00,117.00,2.00,14.62,Process Error,Receiving error,9/22/2025,4,11.11%,0,0,0
S002,Fortinos - West,Ontario,SKU0390,474803331693,Produce,Citrus,26.73,45.57,37.00,22.00,8.00,0.00,46.00,5.00,133.65,Spoilage,Past sell-by,10/13/2025,7,62.50%,0,0,0
S003,Real Canadian - North,Ontario,SKU0368,443656354657,General Merchandise,Batteries,42.8,75.94,23.00,16.00,4.00,0.00,35.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0325,462295303164,Meat,Prepared Meat,38.34,59.95,64.00,21.00,25.00,0.00,57.00,3.00,115.02,Vendor Shortage,Short delivery,9/22/2025,4,12.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0243,488066367387,Grocery,Canned,9.04,13.76,47.00,19.00,15.00,0.00,51.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0148,407559101808,Health & Beauty,Razors,10.58,20.25,22.00,16.00,16.00,0.00,22.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0392,429332076647,Grocery,Canned,3.05,5.16,15.00,20.00,2.00,0.00,33.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0244,470970334045,Health & Beauty,Razors,30.69,51.35,68.00,25.00,29.00,0.00,64.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0125,403748302739,Health & Beauty,Toiletries,28.92,52.35,27.00,22.00,6.00,0.00,43.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0190,405496442074,Health & Beauty,Razors,34.67,51.4,5.00,21.00,0.00,0.00,26.00,0.00,0,None,None,10/13/2025,7,Zero Sales,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0274,406314182096,General Merchandise,Kitchenware,31.97,79.14,54.00,18.00,10.00,0.00,62.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0248,490055570782,Grocery,Cereal,35.07,59.95,68.00,19.00,28.00,0.00,58.00,1.00,35.07,Vendor Shortage,Short delivery,11/10/2025,11,3.57%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0243,488066367387,Grocery,Canned,9.04,13.76,5.00,17.00,1.00,0.00,21.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0303,417496626086,Frozen,Frozen Vegetables,48.63,98.96,57.00,21.00,12.00,0.00,66.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
